subjectid,flanker_rt,flanker_accuracy,flanker_error_rate,stroop_rt,stroop_accuracy,stroop_error_rate,sart_rt,sart_accuracy,sart_error_rate
30,487.4344827586207,0.993103448275862,0.006896551724137945,778.1212121212121,0.9696969696969697,0.030303030303030276,369.3203883495146,0.9563106796116505,0.043689320388349495
31,734.2965517241379,0.9724137931034482,0.02758620689655178,811.6102941176471,0.9485294117647058,0.05147058823529416,349.0046296296296,0.9259259259259259,0.07407407407407407
32,624.4758620689655,1.0,0.0,1010.4274193548387,0.967741935483871,0.032258064516129004,364.06542056074767,0.9252336448598131,0.07476635514018692
33,419.5655172413793,0.9586206896551724,0.04137931034482756,1006.2076923076924,0.9692307692307692,0.03076923076923077,348.4271844660194,0.9611650485436893,0.03883495145631066
34,428.0827586206897,0.993103448275862,0.006896551724137945,885.4586466165414,0.8947368421052632,0.10526315789473684,518.1648351648352,0.9230769230769231,0.07692307692307687
35,391.26206896551724,0.9862068965517241,0.01379310344827589,775.4233576642335,0.9197080291970803,0.08029197080291972,275.1945945945946,0.9081081081081082,0.09189189189189184
36,366.1310344827586,0.993103448275862,0.006896551724137945,606.3642857142858,0.9857142857142858,0.014285714285714235,530.5490196078431,0.9803921568627451,0.019607843137254943
37,504.3241379310345,0.993103448275862,0.006896551724137945,934.043795620438,0.9927007299270073,0.007299270072992692,465.32850241545896,0.9468599033816425,0.0531400966183575
38,440.64827586206894,0.9448275862068966,0.05517241379310345,678.9071428571428,0.95,0.050000000000000044,354.96634615384613,0.9423076923076923,0.05769230769230771
39,354.21379310344827,0.9724137931034482,0.02758620689655178,654.8561151079136,0.9640287769784173,0.03597122302158273,308.1706161137441,0.943127962085308,0.056872037914691975
41,509.151724137931,0.9862068965517241,0.01379310344827589,650.3785714285714,0.9928571428571429,0.0071428571428571175,268.51851851851853,0.8888888888888888,0.11111111111111116
42,842.8206896551724,0.7448275862068966,0.2551724137931034,720.6496350364963,0.9562043795620438,0.04379562043795615,400.39130434782606,0.9130434782608695,0.08695652173913049
43,471.7448275862069,0.9862068965517241,0.01379310344827589,872.9928057553957,0.9640287769784173,0.03597122302158273,349.3942307692308,0.9567307692307693,0.043269230769230727
44,419.13793103448273,0.9862068965517241,0.01379310344827589,917.5546875,0.84375,0.15625,313.52884615384613,0.9326923076923077,0.06730769230769229
45,718.6551724137931,0.8,0.19999999999999996,653.3453237410072,0.920863309352518,0.07913669064748197,335.0979020979021,0.9090909090909091,0.09090909090909094
46,426.09655172413795,0.9862068965517241,0.01379310344827589,707.1942446043165,0.9748201438848921,0.025179856115107868,356.2243436754177,0.9355608591885441,0.06443914081145585
47,324.36551724137934,0.9310344827586207,0.06896551724137934,628.5579710144928,0.9347826086956522,0.06521739130434778,274.0240963855422,0.9397590361445783,0.06024096385542166
48,589.751724137931,0.9586206896551724,0.04137931034482756,613.4,0.8071428571428572,0.19285714285714284,394.75252525252523,0.9191919191919192,0.08080808080808077
49,479.35172413793106,1.0,0.0,736.2666666666667,0.9777777777777777,0.022222222222222254,269.8265895953757,0.9075144508670521,0.09248554913294793
50,382.21379310344827,0.993103448275862,0.006896551724137945,790.9492753623189,0.9855072463768116,0.01449275362318836,316.6478873239437,0.9647887323943662,0.035211267605633756
51,407.8712643678161,0.9540229885057471,0.04597701149425293,673.9734939759036,0.9590361445783132,0.04096385542168679,338.021207177814,0.933115823817292,0.06688417618270803
52,388.6413793103448,0.9862068965517241,0.01379310344827589,736.9855072463768,0.9782608695652174,0.021739130434782594,425.280193236715,0.966183574879227,0.033816425120772986
53,358.3586206896552,0.9793103448275862,0.020689655172413834,927.7720588235294,0.9485294117647058,0.05147058823529416,327.7586206896552,0.896551724137931,0.10344827586206895
54,430.11034482758623,0.9793103448275862,0.020689655172413834,802.0220588235294,0.9852941176470589,0.014705882352941124,320.42788461538464,0.9471153846153846,0.05288461538461542
55,379.06206896551726,0.9689655172413794,0.03103448275862064,626.0358422939069,0.953405017921147,0.04659498207885304,347.96867469879516,0.9518072289156626,0.048192771084337394
56,424.8758620689655,0.9862068965517241,0.01379310344827589,826.3629629629629,0.9851851851851852,0.014814814814814836,368.24285714285713,0.9476190476190476,0.05238095238095242
57,430.8137931034483,0.993103448275862,0.006896551724137945,858.2740740740741,0.9925925925925926,0.007407407407407418,327.9568965517241,0.9224137931034483,0.07758620689655171
58,415.77241379310345,1.0,0.0,822.5,0.9285714285714286,0.0714285714285714,328.875,0.9567307692307693,0.043269230769230727
59,365.0551724137931,1.0,0.0,739.8214285714286,0.9428571428571428,0.05714285714285716,284.3248730964467,0.9137055837563451,0.08629441624365486
60,357.51724137931035,0.8827586206896552,0.11724137931034484,647.431654676259,0.9424460431654677,0.05755395683453235,335.77894736842103,0.9473684210526315,0.052631578947368474
61,341.68275862068964,0.993103448275862,0.006896551724137945,606.2785714285715,0.9285714285714286,0.0714285714285714,325.2598039215686,0.9656862745098039,0.03431372549019607
62,393.88965517241377,1.0,0.0,646.1167883211679,0.9854014598540146,0.014598540145985384,293.3768115942029,0.9227053140096618,0.07729468599033817
