subjectid,flanker_rt,flanker_accuracy,flanker_error_rate,stroop_rt,stroop_accuracy,stroop_error_rate,sart_rt,sart_accuracy,sart_error_rate,stroop_rt_std,stroop_rt_mean_recalc,stroop_rt_median,stroop_congruent_rt,stroop_incongruent_rt,stroop_interference,flanker_rt_std,flanker_rt_mean_recalc,flanker_rt_median,flanker_congruent_rt,flanker_incongruent_rt,flanker_interference
24,629.0206896551724,1.0,0.0,877.6992481203008,1.0,0.0,478.807881773399,0.9852216748768472,0.0147783251231526,423.07537559331803,946.4892086330935,820.0,859.1142857142858,1035.1304347826087,176.016149068323,156.56199823452602,629.0206896551724,594.0,628.4225352112676,629.5945945945946,1.1720593833269959
25,485.9862068965517,0.9793103448275862,0.0206896551724138,746.2482014388489,0.9712230215827338,0.0287769784172662,504.569587628866,0.9510309278350516,0.0489690721649485,279.2464320697729,752.380073800738,703.0,712.3741007194244,794.5075757575758,82.13347503815135,127.21986907649892,485.9507042253521,453.0,465.31724137931036,507.47482014388487,42.15757876457451
26,681.3724137931034,0.9793103448275862,0.0206896551724138,1091.206611570248,0.9834710743801652,0.0165289256198346,438.3177083333333,0.953125,0.046875,546.2533843858764,1211.8702290076335,1105.0,1048.2142857142858,1399.672131147541,351.4578454332552,219.00889996050822,676.9507042253521,610.5,596.2,755.4583333333334,159.25833333333333
27,406.21379310344827,0.9793103448275862,0.0206896551724138,719.4748201438849,0.9640287769784172,0.0359712230215827,346.37914691943126,0.9383886255924172,0.0616113744075829,294.5207971344654,721.8074074074074,633.0,710.2647058823529,733.5223880597015,23.257682177348556,96.10669749276965,408.59859154929575,399.5,379.5416666666667,438.48571428571427,58.94404761904758
28,371.2592592592592,0.9777777777777776,0.0222222222222222,599.7338129496403,0.9784172661870504,0.0215827338129496,280.14864864864865,0.945945945945946,0.054054054054054,303.920813333272,607.1897810218978,534.0,549.5735294117648,663.9710144927536,114.39748508098887,118.85697721080975,373.43939393939394,367.5,349.8615384615385,396.3134328358209,46.4518943742824
29,501.2068965517241,0.986206896551724,0.0137931034482758,1273.039603960396,0.9603960396039604,0.0396039603960396,596.7777777777778,0.9735449735449736,0.0264550264550265,675.6043451797623,1567.3100775193798,1555.0,1413.686567164179,1733.3225806451612,319.63601348098223,144.76296407831083,501.31468531468533,460.0,463.36,543.1764705882352,79.81647058823523
30,487.4344827586207,0.993103448275862,0.0068965517241379,778.1212121212121,0.9696969696969696,0.0303030303030302,369.3203883495146,0.9563106796116504,0.0436893203883494,471.94736857748853,853.1641791044776,674.0,819.1363636363636,886.1911764705883,67.05481283422466,146.74995979318257,487.7916666666667,460.0,465.9594594594595,510.87142857142857,44.911969111969086
31,734.2965517241379,0.9724137931034482,0.0275862068965517,811.6102941176471,0.9485294117647058,0.0514705882352941,349.0046296296296,0.925925925925926,0.074074074074074,418.2235289821814,849.6363636363636,719.0,789.9253731343283,911.1846153846154,121.25924225028712,204.67665531764047,706.7163120567376,642.0,654.0,760.1857142857143,106.18571428571431
32,624.4758620689655,1.0,0.0,1010.4274193548388,0.967741935483871,0.032258064516129,364.06542056074767,0.9252336448598132,0.0747663551401869,561.7844048718795,1113.1145038167938,951.0,1080.8333333333333,1145.8923076923077,65.05897435897441,97.77689192170985,624.4758620689655,602.0,593.5205479452055,655.8611111111111,62.340563165905564
33,419.5655172413793,0.9586206896551724,0.0413793103448275,1006.2076923076924,0.9692307692307692,0.0307692307692307,348.4271844660194,0.9611650485436892,0.0388349514563106,514.6825338214957,1087.7279411764705,961.0,1045.8285714285714,1132.1666666666667,86.33809523809532,92.46694466960705,422.50359712230215,411.0,388.0289855072464,456.48571428571427,68.45672877846789
34,428.0827586206897,0.993103448275862,0.0068965517241379,885.4586466165414,0.8947368421052632,0.1052631578947368,518.1648351648352,0.9230769230769232,0.0769230769230768,468.80824593102477,923.3467741935484,767.5,834.6515151515151,1024.2758620689656,189.62434691745045,60.107943241428934,429.2361111111111,421.0,408.43055555555554,450.0416666666667,41.61111111111114
35,391.2620689655173,0.986206896551724,0.0137931034482758,775.4233576642335,0.9197080291970804,0.0802919708029197,275.1945945945946,0.9081081081081082,0.0918918918918918,388.7756470701901,797.7751937984497,686.0,728.969696969697,869.8571428571429,140.8874458874459,54.79290541662194,392.1818181818182,394.0,380.26027397260276,404.6142857142857,24.35401174168294
36,366.1310344827586,0.993103448275862,0.0068965517241379,606.3642857142858,0.9857142857142858,0.0142857142857142,530.5490196078431,0.9803921568627452,0.0196078431372549,190.27338508199097,605.6666666666666,569.5,560.8591549295775,653.1492537313433,92.2900988017658,56.00191298486383,367.09722222222223,359.5,342.80281690140845,390.7260273972603,47.92321049585183
